date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:59:28	33451/33451	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/blog-grid-col-3.html	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/blog-grid-col-3.html	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:30	32362/32362	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/blog-grid-col-4.html	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/blog-grid-col-4.html	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:31	34151/34151	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/blog-grid-wide.html	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/blog-grid-wide.html	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:33	34458/34458	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/blog-sortable-col-3.html	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/blog-sortable-col-3.html	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:35	34540/34540	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/blog-sortable-col-4.html	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/blog-sortable-col-4.html	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:36	34993/34993	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/blog-sortable-wide.html	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/blog-sortable-wide.html	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:38	42374/42374	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/blog-classic.html	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/blog-classic.html	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:39	35604/35604	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/blog-details.html	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/blog-details.html	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:41	27328/27328	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/contact-us.html	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/contact-us.html	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:44	406574/406574	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/banner-slider-img/demo01-slide-01.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/banner-slider-img/demo01-slide-01.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:48	652404/652404	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/banner-slider-img/demo01-slide-03.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/banner-slider-img/demo01-slide-03.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:49	110420/110420	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-01.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-01.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:50	99013/99013	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-02.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-02.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:52	64257/64257	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-03.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-03.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:52	615672/615672	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/banner-slider-img/demo01-slide-02.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/banner-slider-img/demo01-slide-02.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:54	129699/129699	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-04.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-04.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:55	84208/84208	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-05.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-05.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:57	96279/96279	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-06.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/service/service-img-06.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
15:59:59	231919/231919	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/img-02.png	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/img-02.png	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:00	127641/127641	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-01.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-01.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:02	166188/166188	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-02.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-02.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:03	131828/131828	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-03.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-03.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:05	94014/94014	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-04.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-04.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:07	178298/178298	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-05.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-05.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:09	130571/130571	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-06.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-06.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:10	107941/107941	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-07.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-07.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:12	159690/159690	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-08.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-08.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:14	221151/221151	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-09.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/portfolio/portfolio-img-09.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:15	21926/21926	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-01.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-01.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:16	29173/29173	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-02.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-02.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:18	35171/35171	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-03.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-03.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:19	26854/26854	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-04.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-04.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:21	25878/25878	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-05.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-05.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:23	31382/31382	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-06.jpg	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/homepage-1/testimonial/testimonial-06.jpg	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:24	5191/5191	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-green-01.png	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-green-01.png	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:25	5193/5193	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-01.png	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-01.png	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:27	5957/5957	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-green-02.png	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-green-02.png	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:28	5963/5963	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-02.png	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-02.png	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:30	4887/4887	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-green-03.png	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-green-03.png	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:31	4888/4888	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-03.png	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-03.png	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:33	6658/6658	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-green-04.png	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-green-04.png	(from https://agrimo-demo.pbminfotech.com/html-demo/)
16:00:34	6644/6644	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Jul%202024%2004:57:18%20GMT	https://agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-04.png	/Users/adonis/websites/site00/agrimo-demo.pbminfotech.com/html-demo/images/client/client-logo-04.png	(from https://agrimo-demo.pbminfotech.com/html-demo/)
